Boro,street,fromSt,avg_vol,lat,lon,geometry
Bronx,EAST 221 STREET,Paulding Avenue,22.0,40.8823365,-73.8536866,POINT (-73.8536866 40.8823365)
Bronx,EAST 224 STREET,Dead End,21.571428571428573,40.8846421,-73.8531154,POINT (-73.8531154 40.8846421)
Bronx,EAST 234 STREET,Peters Place,12.460526315789474,40.897309,-73.8634373,POINT (-73.8634373 40.897309)
Bronx,EAST 235 STREET,Martha Avenue,12.59020618556701,40.8978504,-73.8648434,POINT (-73.8648434 40.8978504)
Bronx,EAST 236 STREET,Vireo Avenue,16.25,40.8986597,-73.8637732,POINT (-73.8637732 40.8986597)
Bronx,EAST FORDHAM ROAD,Arthur Avenue,175.01822916666666,40.8583974,-73.88515249999999,POINT (-73.88515249999999 40.8583974)
Bronx,EAST FORDHAM ROAD,Bathgate Avenue,140.58928571428572,40.8595662,-73.8874491,POINT (-73.8874491 40.8595662)
Bronx,EAST FORDHAM ROAD,Belmont Avenue,72.28125,40.8579278,-73.8836144,POINT (-73.8836144 40.8579278)
Bronx,EAST FORDHAM ROAD,Bronx River Shoreline,330.0669642857143,40.8595597,-73.887438,POINT (-73.887438 40.8595597)
Bronx,EAST FORDHAM ROAD,Dead End,350.54887218045116,40.8595597,-73.887438,POINT (-73.887438 40.8595597)
Bronx,EAST FORDHAM ROAD,Dead end,324.0,40.8595597,-73.887438,POINT (-73.887438 40.8595597)
Bronx,EAST FORDHAM ROAD,Walton Avenue,271.125,40.8624768,-73.90029249999999,POINT (-73.90029249999999 40.8624768)
Bronx,EAST GUN HILL ROAD,Gun Hill Houses Pedestrian Path,198.62760416666666,40.8827379,-73.8812772,POINT (-73.8812772 40.8827379)
Bronx,EAST TREMONT AVENUE,Blondell Avenue,59.09736842105263,40.8405583,-73.84124349999999,POINT (-73.84124349999999 40.8405583)
Bronx,EAST TREMONT AVENUE,Bronx River Shoreline,118.23214285714286,40.8395698,-73.86935989999999,POINT (-73.86935989999999 40.8395698)
Bronx,EAST TREMONT AVENUE,Bryant Avenue,56.03125,40.8406668,-73.8815034,POINT (-73.8815034 40.8406668)
Bronx,EAST TREMONT AVENUE,GRAND CONCOURSE,56.75966850828729,40.8494002,-73.90580709999999,POINT (-73.90580709999999 40.8494002)
Bronx,EAST TREMONT AVENUE,Webster Avenue,153.01736111111111,40.8478091,-73.9009866,POINT (-73.9009866 40.8478091)
Bronx,EASTCHESTER BR,BOSTON RD,113.33333333333333,40.8770485,-73.8463349,POINT (-73.8463349 40.8770485)
Bronx,EASTCHESTER BRIDGE,Boston Road,140.14285714285714,40.8770485,-73.8463349,POINT (-73.8463349 40.8770485)
Bronx,EASTCHESTER BRIDGE,Dead End,129.58661417322836,40.8879398,-73.8235917,POINT (-73.8235917 40.8879398)
Bronx,EASTCHESTER RD @ ALLERTON AVE,ARNOW AV,0.0,40.8651634,-73.8433127,POINT (-73.8433127 40.8651634)
Bronx,EASTCHESTER RD @ ALLERTON AVE,MACE AV,17.25759162303665,40.8651634,-73.8433127,POINT (-73.8433127 40.8651634)
Bronx,EASTCHESTER ROAD,Morris Park Avenue,121.16709511568124,40.8511425,-73.8443563,POINT (-73.8443563 40.8511425)
Bronx,EASTERN BLVD BR,BRUCKNER EXWY,694.6538104089219,40.8331857,-73.82736109999999,POINT (-73.82736109999999 40.8331857)
Bronx,EASTERN BLVD BRIDGE,Bronx River Shoreline,983.2167300380228,40.8881488,-73.8291222,POINT (-73.8291222 40.8881488)
Bronx,EASTERN BLVD BRIDGE,Bruckner Expressway,757.4685314685315,40.8331857,-73.82736109999999,POINT (-73.82736109999999 40.8331857)
Bronx,EB W 230th ST APPR TO BROADWAY,BROADWAY,98.48815165876778,40.7594328,-73.9851453,POINT (-73.9851453 40.7594328)
Bronx,EDGEWATER ROAD,Garrison Avenue,75.68354430379746,40.8174741,-73.8916805,POINT (-73.8916805 40.8174741)
Bronx,EDISON AVENUE,Roberts Avenue,8.0,40.845392,-73.8326829,POINT (-73.8326829 40.845392)
Bronx,ELTON AVENUE,Brook Avenue,75.66272189349112,40.8218099,-73.9132242,POINT (-73.9132242 40.8218099)
Bronx,ELTON AVENUE,Dead end,65.85714285714286,40.8218099,-73.9132242,POINT (-73.9132242 40.8218099)
Bronx,EXTERIOR STREET,Dead End,25.036458333333332,40.8260839,-73.9315813,POINT (-73.9315813 40.8260839)
Bronx,FOOD CENTER DRIVE,Dead End,20.748511904761905,40.8056717,-73.8767925,POINT (-73.8767925 40.8056717)
Bronx,FOOD CENTER DRIVE,Dead end,192.0,40.8056717,-73.8767925,POINT (-73.8767925 40.8056717)
Bronx,FREEMAN ST BET VYSE AND BRYANT AVE,VYSE AV,20.682983682983682,40.8247238,-73.8886757,POINT (-73.8886757 40.8247238)
Bronx,GERARD AVENUE,East 150 Street,41.2662037037037,40.8200259,-73.9288492,POINT (-73.9288492 40.8200259)
Bronx,GIVAN AVENUE,Grace Avenue,9.475155279503106,40.8768774,-73.8384232,POINT (-73.8384232 40.8768774)
Bronx,GRAND CONCOURSE,Dead End,28.263392857142858,40.865655,-73.8946449,POINT (-73.8946449 40.865655)
Bronx,GRAND CONCOURSE MAIN RD APPROACH TO MT EDEN AVE,CONNECTOR,127.04166666666667,40.8431182,-73.9104374,POINT (-73.9104374 40.8431182)
Bronx,Grand Concourse NB,Between E. 150th St and 151st St,150.5,40.8175138,-73.9171269,POINT (-73.9171269 40.8175138)
Bronx,Grand Concourse NB Mainline,Between E. 172nd St and Rockwood St,112.5,40.8419215,-73.9132199,POINT (-73.9132199 40.8419215)
Bronx,Grand Concourse NB Mainline,Between E. 196th St and Miriam St,79.60240963855422,40.8670415,-73.8942414,POINT (-73.8942414 40.8670415)
Bronx,Grand Concourse SB,Between E. 150th St and E. 151st St,131.12222222222223,40.81820099999999,-73.9272082,POINT (-73.9272082 40.81820099999999)
Bronx,HALLECK STREET,Viele Avenue,26.963126843657818,40.8075335,-73.8798743,POINT (-73.8798743 40.8075335)
Bronx,HENRY HUDSON PARKWAY,Dead End,270.0,40.8882018,-73.9117237,POINT (-73.9117237 40.8882018)
Bronx,HENRY HUDSON PKWY W,W 232 ST,267.1441860465116,40.8846303,-73.914903,POINT (-73.914903 40.8846303)
Bronx,HOE AVE BET E 172nd ST & JENNINGS STs,JENNINGS ST,11.527837259100643,40.8357422,-73.8920553,POINT (-73.8920553 40.8357422)
Bronx,HOME ST BET VYSE & BRYANT AVES,VYSE AV,50.5,40.8284466,-73.89007959999999,POINT (-73.89007959999999 40.8284466)
Bronx,HUNTS POINT AVE APPROACH TO BRUCKNER BLVD SB,BRUCKNER EP WB EN SHERIDAN EP,35.628571428571426,40.8194776,-73.89197589999999,POINT (-73.89197589999999 40.8194776)
Bronx,HUNTS POINT AVENUE,Amtrak-hellgate Line,48.80059523809524,40.8151692,-73.8864039,POINT (-73.8864039 40.8151692)
Bronx,HUNTS POINT AVENUE,Drake Street,2.4733796296296298,40.8103697,-73.8815453,POINT (-73.8815453 40.8103697)
Bronx,HUNTS POINT AVENUE,Garrison Avenue,65.8733595800525,40.81938170000001,-73.8897601,POINT (-73.8897601 40.81938170000001)
Bronx,HUNTS POINT AVENUE,Pelham Line,99.98177083333333,40.8208037,-73.89088120000001,POINT (-73.89088120000001 40.8208037)
Bronx,HUNTS POINT AVENUE,Whittier Street,52.5,40.8116345,-73.8828432,POINT (-73.8828432 40.8116345)
Bronx,HUNTS PT AVE APPROACH TO BRUCKNER BLVD SB,SOUTHERN BLVD/E 163 ST,109.52564102564102,40.8194776,-73.89197589999999,POINT (-73.89197589999999 40.8194776)
Bronx,HUT RIVR PKWY ON RMP S OF PELHAM PKY,PELHAM PARKWAY GREENWAY,75.0,40.8580415,-73.8465028,POINT (-73.8465028 40.8580415)
Bronx,HUT RIVR PKY OF RMP TO WB PELHM PKY,HUTCHINSON RIVER PKWY,2.0,40.8554317,-73.8312705,POINT (-73.8312705 40.8554317)
Bronx,HUT RIVR PKY ON RMP FRM WB PELHM PKY,HUTCHINSON RIVER PKWY,6.0,40.8554317,-73.8312705,POINT (-73.8312705 40.8554317)
Bronx,HUTCH RIVER PKWY E,PALMER AV,37.82222222222222,40.8620916,-73.8265989,POINT (-73.8265989 40.8620916)
Bronx,HUTCHINSON RIVER PARKWAY,BARTOW AVENUE,76.8342541436464,40.8677783,-73.82090889999999,POINT (-73.82090889999999 40.8677783)
Bronx,HUTCHINSON RIVER PARKWAY,Dead End,470.75,40.8650341,-73.824922,POINT (-73.824922 40.8650341)
Bronx,HUTCHINSON RIVER PARKWAY BRIDGE,Dead End,0.0,40.8650341,-73.824922,POINT (-73.824922 40.8650341)
Bronx,HUTCHINSON RIVER PARKWAY EAST,Einstein Loop North,90.25,40.8656686,-73.82340719999999,POINT (-73.82340719999999 40.8656686)
Bronx,HUTCHINSON RIVER PARKWAY EAST,Einstein Loop South,61.20338983050848,40.8656686,-73.82340719999999,POINT (-73.82340719999999 40.8656686)
Bronx,HUTCHINSON RIVER PKWY,DEAD END,360.8068181818182,40.8650341,-73.824922,POINT (-73.824922 40.8650341)
Bronx,HUTCHINSON RIVER PKWY,NEW ENGLAND THRWY,476.10766423357666,40.8862123,-73.8079288,POINT (-73.8079288 40.8862123)
Bronx,JACKSON AVENUE,Dead End,20.864583333333332,40.8163586,-73.9080944,POINT (-73.9080944 40.8163586)
Bronx,JACKSON AVENUE,East 138 Street,19.655505952380953,40.8048491,-73.912807,POINT (-73.912807 40.8048491)
Bronx,JENNING ST BET VYSE & BRYANT AVES,VYSE AV,20.0,40.8284466,-73.89007959999999,POINT (-73.89007959999999 40.8284466)
Bronx,JENNINGS ST,W FARMS RD,11.666666666666666,40.8306466,-73.8856328,POINT (-73.8856328 40.8306466)
Bronx,JENNINGS ST BET VYSE AVE & HOE ST,HOE AV,16.5,40.8294735,-73.8906523,POINT (-73.8906523 40.8294735)
Bronx,JEROME AV,W 184 ST/E 184 ST,54.490885416666664,40.8605817,-73.9025394,POINT (-73.9025394 40.8605817)
Bronx,JEROME AVENUE,Dead end,44.0,40.8655284,-73.8989108,POINT (-73.8989108 40.8655284)
Bronx,JEROME AVENUE,East 161 Street,59.5,40.8299233,-73.92995619999999,POINT (-73.92995619999999 40.8299233)
Bronx,JEROME AVENUE,East 179 Street,52.208333333333336,40.8526401,-73.9083964,POINT (-73.9083964 40.8526401)
Bronx,JEROME AVENUE,East 181 Street,54.229166666666664,40.8558054,-73.9055829,POINT (-73.9055829 40.8558054)
Bronx,JOHNSON AV,PALISADE AV/EDSALL AV,10.957142857142857,40.8788021,-73.9197595,POINT (-73.9197595 40.8788021)
Bronx,JOHNSON AV,W 236 ST,23.85786802030457,40.8866513,-73.909666,POINT (-73.909666 40.8866513)
Bronx,KAPPOCK STREET,Dead End,45.516129032258064,40.8804656,-73.9182768,POINT (-73.9182768 40.8804656)
Bronx,LACONIA AVENUE,East 220 Street,40.0,40.8808315,-73.8514989,POINT (-73.8514989 40.8808315)
Bronx,LAFAYETTE AVENUE,Barretto Street,59.160146699266505,40.8165968,-73.889813,POINT (-73.889813 40.8165968)
Bronx,LAFAYETTE AVENUE,Barry Street,30.002564102564104,40.8164077,-73.8912569,POINT (-73.8912569 40.8164077)
Bronx,LAFAYETTE AVENUE,Bolton Avenue,22.387820512820515,40.8219464,-73.8592859,POINT (-73.8592859 40.8219464)
Bronx,LAFAYETTE AVENUE,Calhoun Avenue,39.0,40.8288458,-73.8270048,POINT (-73.8270048 40.8288458)
Bronx,LAFAYETTE AVENUE,East Tremont Avenue,61.0,40.8296985,-73.8252952,POINT (-73.8252952 40.8296985)
Bronx,LAFAYETTE AVENUE,Manida Street,25.544757033248082,40.81654229999999,-73.8889349,POINT (-73.8889349 40.81654229999999)
Bronx,LAFAYETTE AVENUE,Newman Avenue,45.52403846153846,40.8221102,-73.85719490000001,POINT (-73.85719490000001 40.8221102)
Bronx,LONGFELLOW AVE&JENNINGS S NB AP BT FREEMAN&JENNINGS,JENNINGS ST,18.539553752535497,40.8323962,-73.8926361,POINT (-73.8926361 40.8323962)
Bronx,LONGWOOD AVENUE,Dead End,62.063657407407405,40.8163871,-73.8962216,POINT (-73.8962216 40.8163871)
Bronx,MACOMBS DAM BRIDGE,Major Deegan Expwy Et 6 Sb,270.7032173342088,40.8280627,-73.9338563,POINT (-73.9338563 40.8280627)
Bronx,MACOMBS ROAD,Cromwell Avenue,54.994791666666664,40.8431805,-73.91788799999999,POINT (-73.91788799999999 40.8431805)
Bronx,MADISON AVENUE BR APPROACH,Madison Avenue Bridge,257.34375,40.7421621,-73.9870251,POINT (-73.9870251 40.7421621)
Bronx,MAJOR DEEGAN EXPRESSWAY,Connector,584.2680886658302,40.8629896,-73.9111197,POINT (-73.9111197 40.8629896)
Bronx,MAJOR DEEGAN EXPRESSWAY,Dead End,17.430851063829788,40.8636268,-73.9107173,POINT (-73.9107173 40.8636268)
Bronx,MAJOR DEEGAN EXPRESSWAY SR,Major Deegan Expwy Et 14 Nb,67.97581620314389,40.8629896,-73.9111197,POINT (-73.9111197 40.8629896)
Bronx,MAJOR DEEGAN EXPWY ET 11 NB,Dead End,35.5,40.8629896,-73.9111197,POINT (-73.9111197 40.8629896)
Bronx,MAJOR DEEGAN EXPWY ET 3 NB,East 138 Street,135.02649930264994,40.8090915,-73.9228358,POINT (-73.9228358 40.8090915)
Bronx,MAJOR DEEGAN EXPWY ET 3 NB,Mde Sb Entrance Grand Cncrse,72.80208333333333,40.865655,-73.8946449,POINT (-73.8946449 40.865655)
Bronx,MAJOR DEEGAN EXPWY ET 3 SB,Exterior Street,248.65625,40.8260839,-73.9315813,POINT (-73.9315813 40.8260839)
Bronx,MAJOR DEEGAN EXWY,DEAD END,548.0,40.8629896,-73.9111197,POINT (-73.9111197 40.8629896)
Bronx,MANHATTAN COLLEGE PARKWAY,Dead End,7.37,40.8899919,-73.9028991,POINT (-73.9028991 40.8899919)
Bronx,MANOR AVENUE,Alley,26.12727272727273,40.828991,-73.8764167,POINT (-73.8764167 40.828991)
Bronx,MARCONI STREET,Dead end,57.0425,40.852107,-73.8402908,POINT (-73.8402908 40.852107)
Bronx,MDE SB ENTRANCE GRAND CNCRSE,Dead end,70.53481894150418,40.865655,-73.8946449,POINT (-73.8946449 40.865655)
Bronx,MELROSE AV,E 161 ST,62.72594142259414,40.8241953,-73.9138442,POINT (-73.9138442 40.8241953)
Bronx,MELROSE AV,E 162 ST,52.934810951760106,40.8248137,-73.9135182,POINT (-73.9135182 40.8248137)
Bronx,MIDDLETOWN RD,MAYFLOWER AV,44.72105263157895,40.8434979,-73.83474509999999,POINT (-73.83474509999999 40.8434979)
Bronx,MIDDLETOWN RD,MULFORD AV,45.630434782608695,40.8434651,-73.8358288,POINT (-73.8358288 40.8434651)
Bronx,MORRIS AV,TELLER AV,28.427083333333332,40.8412441,-73.90941269999999,POINT (-73.90941269999999 40.8412441)
Bronx,MORRIS PARK AVENUE,Graham Street,12.376811594202898,40.8465343,-73.8598424,POINT (-73.8598424 40.8465343)
Bronx,MORRIS PARK AVENUE,Holland Avenue,57.613839285714285,40.8455999,-73.8643302,POINT (-73.8643302 40.8455999)
Bronx,MORRIS PARK AVENUE,Hunt Avenue,77.17476851851852,40.84541919999999,-73.8651958,POINT (-73.8651958 40.84541919999999)
Bronx,MORRIS PARK AVENUE,Victor Street,83.46064814814815,40.8450704,-73.86687760000001,POINT (-73.86687760000001 40.8450704)
Bronx,MOUNT EDEN PKWY,MORRIS AV,37.09031556039173,40.8430718,-73.90954529999999,POINT (-73.90954529999999 40.8430718)
Bronx,MT EDEN AVE APPROACH TO GRAND CONCOURSE,SHERIDAN AV,56.53,40.8347026,-73.9160888,POINT (-73.9160888 40.8347026)
Bronx,N/B BRONX RIVER PKWY @ SOUTH OF -,NEREID AV,0.0,40.8984566,-73.8542993,POINT (-73.8542993 40.8984566)
Bronx,N/B BX RIVER PWY EXT RAMP@ALLERTON AVE,SOUTHERN BLVD/BRONX RIVER GREENWAY,67.94825765575501,40.8653976,-73.87042760000001,POINT (-73.87042760000001 40.8653976)
Bronx,N/B CASTLE HILL AVE @ E TREMONT AVE,ZEREGA AV,142.2,40.8368105,-73.8466696,POINT (-73.8466696 40.8368105)
Bronx,N/B EASTCHESTER BRIDGE @ NOELL AVE -,PINKNEY AV,370.9422572178478,40.8879398,-73.8235917,POINT (-73.8235917 40.8879398)
Bronx,N/B EASTCHESTER BRIDGE @ ROPES AVE,BOSTON RD,207.9189189189189,40.89013509999999,-73.8198736,POINT (-73.8198736 40.89013509999999)
Bronx,N/B GOULDEN AVE @ W 197 ST,STRONG ST/RESERVOIR AV,25.909326424870468,40.8708517,-73.897801,POINT (-73.897801 40.8708517)
Bronx,N/B GRAND CONCORS ENT RMP @ E 206 ST,CONNECTOR,18.723684210526315,40.8748409,-73.8812507,POINT (-73.8812507 40.8748409)
Bronx,N/B HUTCHINSON RIVER PKWY @ CITY LINE,NEW ENGLAND THRWY,465.8191489361702,40.8862123,-73.8079288,POINT (-73.8079288 40.8862123)
Bronx,N/B HUTCHINSON RIVER PKWY BRIDGE,HUTCHINSON RIVER PKWY,387.78080326752894,40.9300496,-73.8027281,POINT (-73.8027281 40.9300496)
Bronx,N/B JEROME AVE @MACOMBS DAM BR. APPROACH,MACOMBS DAM BR,55.92307692307692,40.8280537,-73.9345374,POINT (-73.9345374 40.8280537)
Bronx,N/B MAJOR DEEGAN EXPWY @ CITY LINE,DEAD END,2260.2445520581114,40.9101255,-73.8968008,POINT (-73.8968008 40.9101255)
Bronx,N/B METCALF AVE @  E 174 ST,E 172 ST,41.5,40.8342889,-73.8736337,POINT (-73.8736337 40.8342889)
Bronx,N/B NEW ENGLAND THRUWAY @ CITY LINE,CONNECTOR,1269.1754068716093,40.8862123,-73.8079288,POINT (-73.8079288 40.8862123)
Bronx,N/B PELHAM BRIDGE @  BRUCKNER EXPWY,BRE WB EXIT 8 B,516.8857142857142,40.86196950000001,-73.81586399999999,POINT (-73.81586399999999 40.86196950000001)
Bronx,N/B REV JAMES A POLITE AVE @ E 169 ST,HOME ST,28.0,40.8283517,-73.8956486,POINT (-73.8956486 40.8283517)
Bronx,N/B TRYON AVE @ E GUN HILL RD,RESERVOIR OVAL W,7.33116036505867,40.8791457,-73.8744536,POINT (-73.8744536 40.8791457)
Bronx,N/B VIRGINIA AVE @ GLEASON AVE,GLEASON AV,51.083333333333336,40.8306512,-73.86057210000001,POINT (-73.86057210000001 40.8306512)
Bronx,N/B WALDO AVE @ MANHATTAN COLLEGE PKWY,DASH PL,19.5,40.8884673,-73.9038247,POINT (-73.9038247 40.8884673)
Bronx,N/B WAYNE AVE @ E GUN HILL RD,E 210 ST,1.0,40.8806715,-73.8776175,POINT (-73.8776175 40.8806715)
Bronx,N/B WESTCHESTER AV(SLIP RD)@E TREMONT AV,E TREMONT AV/BENSON ST,20.426008968609864,40.8431111,-73.8472906,POINT (-73.8472906 40.8431111)
Bronx,NB BROADWAY APPR TO W 230 th ST,BOROUGH BOUNDARY,93.12765957446808,40.8789906,-73.9090426,POINT (-73.9090426 40.8789906)
Bronx,NB EXTERIOR ST RIGHT SLIP RAMP TO BROADWAY,BROADWAY,1.0,40.7594328,-73.9851453,POINT (-73.9851453 40.7594328)
Bronx,NEILL AV,TOMLINSON AV,24.529824561403508,40.8538105,-73.85528359999999,POINT (-73.85528359999999 40.8538105)
Bronx,NEW ENGLAND THRUWAY,Dead End,611.8643497757847,40.8862123,-73.8079288,POINT (-73.8079288 40.8862123)
Bronx,NEW ENGLAND THRWY,CONNECTOR,513.4166089965398,40.8862123,-73.8079288,POINT (-73.8079288 40.8862123)
Bronx,OLINVILLE AVENUE,Pelham Parkway North,13.184027777777779,40.858107,-73.868596,POINT (-73.868596 40.858107)
Bronx,OLMSTEAD AVENUE,Newbold Avenue,38.529411764705884,40.8329656,-73.8544378,POINT (-73.8544378 40.8329656)
Bronx,PARK AVENUE,East 179 St Footbridge,32.114583333333336,40.8502207,-73.8980893,POINT (-73.8980893 40.8502207)
Bronx,PARKER STREET,Dead End,14.095454545454546,40.8381188,-73.8500124,POINT (-73.8500124 40.8381188)
Bronx,PELHAM BR,SHORE RD,107.29941685099537,40.8745342,-73.8046384,POINT (-73.8046384 40.8745342)
Bronx,PELHAM BRIDGE,Eastchester Bay Shoreline,106.80554659787165,40.8743257,-73.89879789999999,POINT (-73.89879789999999 40.8743257)
Bronx,PELHAM PARKWAY,Dead end,204.62924281984334,40.8579677,-73.8456365,POINT (-73.8456365 40.8579677)
Bronx,PELHAM PARKWAY SOUTH,Bolton Street,134.125,40.8566193,-73.8686367,POINT (-73.8686367 40.8566193)
Bronx,PELHAM PARKWAY SOUTH,Connector,115.0,40.8573398,-73.8516315,POINT (-73.8516315 40.8573398)
Bronx,PELHAM PARKWAY SOUTH,Unnamed Street,38.56188605108055,40.8573398,-73.8516315,POINT (-73.8516315 40.8573398)
Bronx,PELHM PKY W OF SB HUT RIVR PKY OF RP,STILLWELL AV,204.32676414494597,40.8581886,-73.8343893,POINT (-73.8343893 40.8581886)
Bronx,PROSPECT AVENUE,East 162 Street,33.857142857142854,40.8215324,-73.900797,POINT (-73.900797 40.8215324)
Bronx,PROSPECT AVENUE,East 164 Street,37.523809523809526,40.8234833,-73.9000284,POINT (-73.9000284 40.8234833)
Bronx,PUGSLEY AVENUE,Pedestrian Path,11.085492227979275,40.8210381,-73.854811,POINT (-73.854811 40.8210381)
Bronx,RANDALL AVENUE,Dead End,22.34375,40.8261212,-73.8218063,POINT (-73.8218063 40.8261212)
Bronx,REVERE AVENUE,Philip Avenue,6.2881844380403455,40.8273586,-73.8246221,POINT (-73.8246221 40.8273586)
Bronx,RHINELANDER AVENUE,Haight Avenue,31.666666666666668,40.8515123,-73.8545819,POINT (-73.8545819 40.8515123)
Bronx,RHINELANDER AVENUE,Williamsbridge Road,22.318652849740932,40.8522682,-73.85290150000002,POINT (-73.85290150000002 40.8522682)
Bronx,RIVER AVENUE,East 150 Street,43.625,40.8202692,-73.9297526,POINT (-73.9297526 40.8202692)
Bronx,RIVERDALE AV,W 263 ST,39.0,40.91248299999999,-73.9025273,POINT (-73.9025273 40.91248299999999)
Bronx,RIVERDALE AVENUE,West 263 Street,47.0,40.91248299999999,-73.9025273,POINT (-73.9025273 40.91248299999999)
Bronx,ROMBOUTS AVENUE,Conner Street,19.08695652173913,40.8865608,-73.8301911,POINT (-73.8301911 40.8865608)
Bronx,ROMBOUTS AVENUE,Hollers Avenue,21.708333333333332,40.8836802,-73.8296384,POINT (-73.8296384 40.8836802)
Bronx,ROSEDALE AVENUE,Cross Bronx Expressway,119.24166666666666,40.8356572,-73.869992,POINT (-73.869992 40.8356572)
Bronx,S/B BOSTON ROAD @ MCOWEN AVE - ROPES AVE,CENSUS BOUNDARY,511.5811209439528,40.8896375,-73.8205843,POINT (-73.8205843 40.8896375)
Bronx,S/B BRONX PARK E @ WHITE PLAINS RD,BRONXDALE AV/WHITE PLAINS RD,49.082352941176474,40.848986,-73.8683877,POINT (-73.8683877 40.848986)
Bronx,S/B BRONXDALE AVE @ E TREMONT AVE,POPLAR ST,107.0,40.8424941,-73.8536231,POINT (-73.8536231 40.8424941)
Bronx,S/B BRUCKNER BLVD RAMP TO 3 AVE BRIDGE,LINCOLN AV/3 AV BR,227.96791443850267,40.8071752,-73.9334411,POINT (-73.9334411 40.8071752)
Bronx,S/B EASTCHESTER BRIDGE @ NOELL AVE,BOSTON RD,110.07576747224037,40.8879398,-73.8235917,POINT (-73.8235917 40.8879398)
Bronx,S/B EASTCHESTER BRIDGE @ NOELL AVE -,E 233 ST,416.5581395348837,40.8879398,-73.8235917,POINT (-73.8235917 40.8879398)
Bronx,S/B GOULDEN AVE @ RESERVOIR AVE,STRONG ST/RESERVOIR AV,38.03469210754553,40.8708517,-73.897801,POINT (-73.897801 40.8708517)
Bronx,S/B GRAND CONCORS (S/R)@VAN CORTLANDT AV,VAN CORTLANDT AV E/W MOSHOLU PKWY S,0.0,40.876698,-73.8836429,POINT (-73.8836429 40.876698)
Bronx,S/B GRAND CONCOURSE(S/R)@VAN CORTLANDT A,CONNECTOR,59.333333333333336,40.8971354,-73.8860942,POINT (-73.8860942 40.8971354)
Bronx,S/B HENRY HUDSON PARKWAY @ CITY LINE,DEAD END,1524.8194444444443,40.9101255,-73.8968008,POINT (-73.8968008 40.9101255)
Bronx,S/B HUTCHINSON RIVER PKWY @ BARTOW AVE,HUTCHINSON RIVER PKWY BR,17.0,40.8677783,-73.82090889999999,POINT (-73.82090889999999 40.8677783)
Bronx,S/B HUTCHINSON RIVER PKWY @ CITY LINE,DEAD END,471.9886363636364,40.8650341,-73.824922,POINT (-73.824922 40.8650341)
Bronx,S/B HUTCHINSON RIVER PKWY @ ENGLAND,HUTCHINSON RVR PKWY SB ET 4 B,407.6767441860465,40.8650341,-73.824922,POINT (-73.824922 40.8650341)
Bronx,S/B HUTCHINSON RIVER PKWY BRIDGE,HUTCHINSON RIVER PKWY,497.5530903328051,40.9300496,-73.8027281,POINT (-73.8027281 40.9300496)
Bronx,S/B KINGS COLLEGE PL @ EAST GUN HILL RD,E GUN HILL RD,5.877828054298643,40.8798653,-73.8759523,POINT (-73.8759523 40.8798653)
Bronx,S/B NEW ENGLAND THRUWAY @ CITY LINE,CONNECTOR,2253.002994011976,40.8862123,-73.8079288,POINT (-73.8079288 40.8862123)
Bronx,S/B PELHAM BRIDGE @  BRUCKNER EXPWY,BRUCKNER EXWY,507.64,40.8251489,-73.8672458,POINT (-73.8672458 40.8251489)
Bronx,S/B RESERVOIR AVE @ STRONG ST,STRONG ST/RESERVOIR AV,0.0,40.8708517,-73.897801,POINT (-73.897801 40.8708517)
Bronx,S/B ROSELLE ST @ SILVER ST,POPLAR ST,7.185185185185185,40.8435712,-73.8474827,POINT (-73.8474827 40.8435712)
Bronx,S/B WESTCHESTER AVE @ E TREMONT AVE,E TREMONT AV,72.22977941176471,40.8285787,-73.8245045,POINT (-73.8245045 40.8285787)
Bronx,S/B WHITE PLAINS RD @ BRONX PARK E,BRONXDALE AV/BRONX PARK E,65.0,40.8620858,-73.8805049,POINT (-73.8805049 40.8620858)
Bronx,SB BROADWAY APPR TO W 230 th ST,EXTERIOR ST,171.56130268199234,40.8767599,-73.9066685,POINT (-73.9066685 40.8767599)
Bronx,SEDGWICK AVENUE,Dead End,34.96279761904762,40.8604427,-73.9113721,POINT (-73.9113721 40.8604427)
Bronx,SEDGWICK AVENUE,Dead end,20.12202380952381,40.8604427,-73.9113721,POINT (-73.9113721 40.8604427)
Bronx,SEDGWICK AVENUE,Depot Place,78.85714285714286,40.8413044,-73.92802619999999,POINT (-73.92802619999999 40.8413044)
Bronx,SEDGWICK AVENUE,West 167 Street,10.875,40.8398443,-73.9286782,POINT (-73.9286782 40.8398443)
Bronx,SEDGWICK AVENUE,West Mosholu Parkway South,53.154947916666664,40.8825884,-73.88717650000001,POINT (-73.88717650000001 40.8825884)
Bronx,SHE NB EXIT,CROSS BRONX EXWY,6.0,40.8345616,-73.8658927,POINT (-73.8658927 40.8345616)
Bronx,SHERIDAN AV,CONCOURSE VLG W/E 161 ST,31.5,40.8264206,-73.92119579999999,POINT (-73.92119579999999 40.8264206)
Bronx,SHERIDAN EXPRESSWAY,Dead End,153.703125,40.8313841,-73.8849429,POINT (-73.8849429 40.8313841)
Bronx,SHERIDAN EXWY,CROSS BRONX EXWY,244.33333333333334,40.8345616,-73.8658927,POINT (-73.8658927 40.8345616)
Bronx,SHERIDAN EXWY,SHE NB EXIT,100.83333333333333,40.8313841,-73.8849429,POINT (-73.8849429 40.8313841)
Bronx,SILVER ST @ E TREMONT AVE,E TREMONT AV,42.95918367346939,40.8430503,-73.8477393,POINT (-73.8477393 40.8430503)
